(Course Information and Syllabus) Live Interaction With Akshay Sir and Team || 11 February : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2451536/plain/720x1280.mp4
(Reasoning - Dinesh Choudhary Sir) Part-1 || Missing Term || 23-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2429233/plain/720x1280.mp4
(Reasoning - Dinesh Choudhary Sir) Part-1 || Seating Arrangement || 23-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2429235/plain/720x1280.mp4
(Reasoning - Dinesh Choudhary Sir) Part-2 || Seating Arrangement || 24-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2430607/plain/720x1280.mp4
(Reasoning - Dinesh Choudhary Sir) Part-3 || Seating Arrangement || 24-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2430608/plain/720x1280.mp4
(Reasoning - Dinesh Choudhary Sir) Part-1 || Input Output || 25-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2432204/plain/720x1280.mp4
(Reasoning - Dinesh Choudhary Sir) Part-2 || Input Output || 25-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2432205/plain/720x1280.mp4
(Reasoning - Dinesh Choudhary Sir) Part-1 || निर्णयन क्षमता || 27-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2433745/plain/720x1280.mp4
(Reasoning - Dinesh Choudhary Sir) Part-4 || Input Output || 27-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2433746/plain/720x1280.mp4
(Reasoning - Dinesh Choudhary Sir) Part-1 || Classification || 28-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2435020/plain/720x1280.mp4
(Reasoning - Dinesh Choudhary Sir) Part-2 || Classification || 28-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2435021/plain/720x1280.mp4
(Reasoning - Dinesh Choudhary Sir) Part-1 || शब्दों का तार्किक क्रम || 29-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2436280/plain/720x1280.mp4
(Reasoning - Dinesh Choudhary Sir) Part-1 || गद्यांश और निष्कर्ष || 30-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2437421/plain/720x1280.mp4
(Reasoning - Dinesh Choudhary Sir) Part-2 || गद्यांश और निष्कर्ष || 30-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2437422/plain/720x1280.mp4
(Reasoning - Dinesh Choudhary Sir) Part-3 || गद्यांश और निष्कर्ष || 31-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2438758/plain/720x1280.mp4
(Reasoning - Dinesh Choudhary Sir) Part-1 || Mathamatical Operation || 03-February : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2441617/plain/720x1280.mp4
(Reasoning - Dinesh Choudhary Sir) Part-2 || Mathamatical Operation || 04-February : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2442945/plain/720x1280.mp4
(Physics By Dr. Bhagirath Sir) Part-1 || गति एवं उसके प्रकार || 07-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2332943/plain/720x1280.mp4
(Physics By Dr. Bhagirath Sir) Part-2 || गति एवं उसके प्रकार || 08-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2334223/plain/720x1280.mp4
(Physics By Dr. Bhagirath Sir) Part-1 || ऊर्जा और ऊष्मा || 09-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2335574/plain/720x1280.mp4
(Physics By Dr. Bhagirath Sir) Part-2 || ऊर्जा और ऊष्मा || 11-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2337910/plain/720x1280.mp4
(Physics By Dr. Bhagirath Sir) Part-1 || प्रकाश || 14-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2341780/plain/720x1280.mp4
(Physics By Dr. Bhagirath Sir) Part-2 || प्रकाश || 15-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2343206/plain/720x1280.mp4
(Physics By Dr. Bhagirath Sir) Part-3 || प्रकाश || 18-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2346573/plain/720x1280.mp4
(Physics By Dr. Bhagirath Sir) Part-4 || प्रकाश || 19-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2347816/plain/720x1280.mp4
(Physics By Dr. Bhagirath Sir) Part-5 || प्रकाश || 20-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2349445/plain/720x1280.mp4
(Physics By Dr. Bhagirath Sir) Part-6 || प्रकाश || 21-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2350713/plain/720x1280.mp4
(Physics By Dr. Bhagirath Sir) Part-1 || चुम्बक || 06-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2407327/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-1 || वर्ण विचार ||02-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2180939/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-1 || संधि || 03-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2182553/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-2 || संधि || 04-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2184225/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-3 || संधि || 05-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2185575/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-4 || संधि || 06-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2187034/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-5 || संधि || 08-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2189180/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-6 || संधि || 09-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2190219/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-7 || संधि || 10-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2192035/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-8 || संधि || 11-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2194692/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-9 || संधि || 13-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2196111/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-10 || संधि || 15-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2198319/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-11|| संधि || 16-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2199099/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-1 || समास || 17-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2200657/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-2 || समास || 18-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2202143/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-3 || समास || 19-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2203694/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-4 || समास || 20-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2205277/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-5 || समास || 22-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2207608/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-6 || समास || 23-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2208618/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-7 || समास || 25-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2211763/plain/720x1280.mp4
(हिन्दी - दीपक सर ) Part-8 || समास || 26-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2213332/plain/720x1280.mp4
